,0,1,2,mpg
0,0.004728917603423167,0.08116230545964367,0.04256223515579898,18.0
1,0.006316457489908945,0.08464818222423007,0.05138285402068332,15.0
2,0.005800490127922425,0.09030224422917144,0.04263481141482117,18.0
3,0.004631907348718311,0.08153849843678342,0.04092495287873017,16.0
4,0.006044087972337423,0.09451235491393145,0.040695690267417095,17.0
5,0.010242962653558858,0.09443938464609747,0.07276039918610627,15.0
6,0.011673369794994587,0.10319049632003299,0.07607444794028792,14.0
7,0.011860185847381334,0.10771758479243718,0.07343251538893536,14.0
8,0.010876358467570027,0.09408083981072837,0.07761329860965674,14.0
9,0.010177202091544688,0.1100859552816362,0.058836878626481674,15.0
10,0.008001025663248191,0.09860657706202468,0.053156766391539684,15.0
11,0.009379082475772512,0.11556935724742239,0.04802607450326167,14.0
12,0.009019903069708284,0.1019399903004616,0.05875736366048065,15.0
13,0.00832148360471512,0.10161535203620294,0.05418149679405402,14.0
14,0.00741782265223679,0.10293836893031524,-0.07500061006383998,24.0
15,-0.00405485140969881,0.054067934261429994,0.0014950707689945896,22.0
16,-0.004145358552993892,0.054403892335432295,0.0005925283903905551,18.0
17,-0.0050197666706078324,0.051109857062098564,-0.0024637129740861467,21.0
18,0.007186945135596974,0.10858203901353895,-0.0814026796399848,27.0
19,-0.007100739932051189,0.03688650494149004,-0.06477663199860591,26.0
20,-0.002256561744263185,0.05836008368240164,-0.04894455291167296,25.0
21,0.0001515985400499372,0.08584432830876214,-0.05407207814702617,24.0
22,-0.0028751467101445862,0.05999870683841013,-0.054925335136930854,25.0
23,0.0019996942224163013,0.1044305283344178,-0.05601611540637228,26.0
24,-0.003930637777475892,0.05947236080296426,-0.001694570442576919,21.0
25,0.006000551902852346,0.057704629878811205,0.06922843349074513,10.0
26,0.0037746414283809653,0.05008646638032874,0.0583093413487458,10.0
27,0.0054304675073342775,0.06317079754409363,0.05959529588176518,11.0
28,0.001000483582355906,0.017577036418379162,0.06473421673209696,9.0
29,0.008215996203891197,0.097690067074987,-0.0793094422922102,27.0
30,-0.007396144119959117,0.04623634617672362,-0.029638334114486617,28.0
31,0.009138741857980607,0.10156947131233945,-0.07559433985554202,25.0
32,-0.41469997225974087,0.06073216551123054,-0.018944624045706723,25.0
33,-0.0004922439566550488,0.06624025419335555,0.004118028693239846,19.0
34,-0.0014508215945073463,0.03989245255108232,0.01770954436101699,16.0
35,-0.0013304206208144599,0.040634751301588626,0.019043431997155153,17.0
36,-0.0014302443307468615,0.040791950825039176,0.018573271641217422,19.0
37,-0.001660948497680568,0.04077823934464887,0.015980293243788968,18.0
38,0.007846747334218907,0.06649629864584505,0.06258934342671575,14.0
39,0.009557695767918949,0.06965569538803543,0.07348197396851211,14.0
40,0.0062575745157840085,0.05374671268651745,0.06201007545878273,14.0
41,0.006155598385829801,0.05827089097741595,0.056611789072470824,14.0
42,0.010276393104384239,0.06680828466550978,0.07985790328457476,12.0
43,0.009592323873881876,0.063714691016574,0.07850131702526947,13.0
44,0.010364222055552902,0.06149546862043843,0.08539514259920937,13.0
45,5.49677369628961e-05,0.06015980117500932,0.013327616553254729,18.0
46,-0.01057703916569391,0.014939202110636504,-0.026530273065814985,22.0
47,-0.0009367853783993182,0.04525561422316359,0.018137435391860496,19.0
48,-0.0007746290853019314,0.05042193756703731,0.01555381440876359,18.0
49,-0.006298557938258032,0.05946765830202581,-0.03300375945145394,23.0
50,0.0012043416203866785,0.08107984022861621,-0.05626187176892104,28.0
51,-0.0048047238126915645,0.03326471758671926,-0.061018372758032416,30.0
52,0.00016154045149021186,0.07692028702199348,-0.06083941190362924,30.0
53,0.00272798468005347,0.06037545930674114,-0.08818878454677417,31.0
54,0.0034194427666798485,0.06999165345312632,-0.09102620408028865,35.0
55,-0.004567299047774307,0.039063196127622414,-0.06295417062576907,27.0
56,-0.013586186945139921,0.004182485831284553,-0.04059199406707172,26.0
57,0.008813254926796545,0.07732696483797834,-0.07237556524245836,24.0
58,-0.008716302743727623,0.022850172065060806,-0.03524588770243145,25.0
59,-0.007110842523232619,-0.013397025523638499,-0.05275829948324506,23.0
60,-0.009958841882832435,-0.00031707219917034195,-0.024357002954391943,20.0
61,-0.007674625833043084,0.02675994778221117,-0.03038791967151,21.0
62,0.008999821454108029,0.05523857368663899,0.06582004688204389,13.0
63,0.009952697678398686,0.05485185869102261,0.0742762736207853,14.0
64,0.006775749836127971,0.042803071873677226,0.05947102719691812,15.0
65,0.007722237859340879,0.04735181033947291,0.06358230472997313,14.0
66,0.007629346154739452,0.0627661041903764,0.04921028184222028,17.0
67,0.011931842969566914,0.06229518216720208,0.08222182587925413,11.0
68,0.007944660442682648,0.04089083135922609,0.07006242930557635,13.0
69,0.007877017967403593,0.04114747556444139,0.06925648430530774,12.0
70,0.00960036501944094,0.050280676282882415,0.07500436848322573,13.0
71,0.009025277806628073,0.09431945017293966,-0.08525967067699873,19.0
72,0.00708248958530851,0.05281538018411235,0.05322720935360567,15.0
73,0.005987145831082259,0.03861036025953886,0.057477484575091976,13.0
74,0.00439804184117664,0.020053272887586793,0.060587956594708454,13.0
75,0.00618176966421338,0.03877304075469735,0.05853957855154939,14.0
76,0.003454241842712607,0.06128819061052125,-0.039263226939277446,18.0
77,-0.0008790674388918521,0.033183818327359685,-0.04605638241711826,22.0
78,-0.001405777461672629,0.017471533025184127,-0.037748509326594036,21.0
79,-0.0018720511363007355,0.03487764176745643,-0.054947719233181536,26.0
80,-0.006868852449943357,0.030165385281304802,-0.02751402890401139,22.0
81,0.007146053592592389,0.06412530006858315,-0.07403445695700257,28.0
82,0.010321083472710596,0.08478984592661909,-0.06764091278297074,23.0
83,-0.0067035348874615,0.040064351347517124,-0.03484983473915939,28.0
